species_slug,latitude,longitude,state,county,outcome,district_id_before,district_id_after,distance_km,notes
lithophane-petulca,55.017,-128.333,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
lithophane-petulca,55.233,-127.666,BC,,assigned-contained,,CA:5949,,
platypolia-contadina,58.583,-133.816,BC,Stikine,unassigned,,,,
anathix-puta,59.933,-128.5,BC,Stikine,assigned-contained,,CA:5957,,
andropolia-contacta,59.683,-136.55,BC,Stikine,assigned-contained,,CA:5957,,
andropolia-contacta,59.933,-128.5,BC,Stikine,assigned-contained,,CA:5957,,
andropolia-contacta,57.917,-131.183,BC,,assigned-contained,,CA:5949,,
brachylomia-algens,59.933,-128.5,BC,Stikine,assigned-contained,,CA:5957,,
hillia-iris,59.933,-128.5,BC,Stikine,assigned-contained,,CA:5957,,
homoglaea-carbonaria,59.933,-128.5,BC,Stikine,assigned-contained,,CA:5957,,
litholomia-napaea,58.8,-122.716,BC,Northern Rockies,assigned-contained,,CA:5959,,
lithophane-baileyi,59.417,-126.083,BC,Northern Rockies,assigned-contained,,CA:5959,,
lithophane-baileyi,51.683,-127.25,BC,,assigned-contained,,CA:5945,,
lithophane-baileyi,58.8,-122.716,BC,Northern Rockies,assigned-contained,,CA:5959,,
lithophane-baileyi,59.667,-127.15,BC,,assigned-contained,,CA:5959,,
mniotype-ducta,48.933,-125.55,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.961,
mniotype-ducta,59.567,-133.699,BC,Stikine,assigned-contained,,CA:5957,,
mniotype-tenera,58.65,-124.633,BC,Northern Rockies,assigned-contained,,CA:5959,,
mniotype-tenera,58.65,-124.633,BC,Northern Rockies,assigned-contained,,CA:5959,,
mniotype-tenera,54.333,-130.433,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.079,
mniotype-tenera,53.25,-132.066,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.268,
platypolia-anceps,58.8,-122.716,BC,Northern Rockies,assigned-contained,,CA:5959,,
platypolia-contadina,52.917,-128.433,BC,,assigned-contained,,CA:5949,,
xanthia-tatago,58.8,-122.716,BC,Northern Rockies,assigned-contained,,CA:5959,,
xanthia-tatago,59.933,-128.5,BC,Stikine,assigned-contained,,CA:5957,,
xylena-nupera,54.333,-130.433,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.079,
xylotype-arcadia,59.933,-128.5,BC,Stikine,assigned-contained,,CA:5957,,
xylotype-arcadia,54.417,-126.733,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
xylotype-arcadia,59.283,-129.833,BC,Stikine,assigned-contained,,CA:5957,,
lithophane-georgii,49.15,-125.9,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.706,
litholomia-napaea,49.15,-125.9,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.706,
sunira-verberata,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
lithophane-baileyi,55.81,-121.69,BC,Peace River,assigned-contained,,CA:5955,,
zotheca-tranquilla,52.367,-126.067,BC,Central Coast,assigned-contained,,CA:5945,,
anathix-puta,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
andropolia-aedon,49.683,-125.3,BC,Strathcona,assigned-contained,,CA:5926,,
andropolia-contacta,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
aseptis-binotata,49.683,-125.317,BC,Strathcona,assigned-contained,,CA:5926,,
aseptis-binotata,49.683,-125.317,BC,Strathcona,assigned-contained,,CA:5926,,
aseptis-binotata,49.683,-125.317,BC,Strathcona,assigned-contained,,CA:5926,,
aseptis-binotata,49.683,-125.317,BC,Strathcona,assigned-contained,,CA:5926,,
brachylomia-populi,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
brachylomia-rectifascia,49.683,-125.3,BC,Strathcona,assigned-contained,,CA:5926,,
enargia-decolor,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
enargia-decolor,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
enargia-decolor,55.7,-121.633,BC,Peace River,assigned-contained,,CA:5955,,
enargia-decolor,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
enargia-decolor,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
enargia-decolor,56.029,-121.916,BC,Peace River,assigned-contained,,CA:5955,,
enargia-decolor,56.029,-121.916,BC,Peace River,assigned-contained,,CA:5955,,
enargia-decolor,56.029,-121.916,BC,Peace River,assigned-contained,,CA:5955,,
enargia-infumata,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
enargia-infumata,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
enargia-infumata,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
enargia-infumata,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
enargia-infumata,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
enargia-infumata,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
enargia-infumata,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
eucirroedia-pampina,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
fishia-illocata,56.124,-120.051,BC,Peace River,assigned-contained,,CA:5955,,
fishia-illocata,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
fishia-illocata,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
hyppa-contrasta,49.683,-125.317,BC,Strathcona,assigned-contained,,CA:5926,,
hyppa-contrasta,49.683,-125.317,BC,Strathcona,assigned-contained,,CA:5926,,
hyppa-contrasta,49.683,-125.317,BC,Strathcona,assigned-contained,,CA:5926,,
hyppa-contrasta,49.683,-125.317,BC,Strathcona,assigned-contained,,CA:5926,,
hyppa-contrasta,49.167,-125.933,BC,,unassigned,,,,
hyppa-contrasta,49.483,-125.533,BC,,assigned-contained,,CA:5923,,
ipimorpha-nanaimo,49.683,-125.317,BC,Strathcona,assigned-contained,,CA:5926,,
ipimorpha-nanaimo,49.683,-125.317,BC,Strathcona,assigned-contained,,CA:5926,,
ipimorpha-pleonectusa,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
litholomia-napaea,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
litholomia-napaea,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
litholomia-napaea,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
litholomia-napaea,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
litholomia-napaea,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
litholomia-napaea,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
litholomia-napaea,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
litholomia-napaea,56.029,-121.916,BC,Peace River,assigned-contained,,CA:5955,,
litholomia-napaea,56.029,-121.916,BC,Peace River,assigned-contained,,CA:5955,,
litholomia-napaea,56.029,-121.916,BC,Peace River,assigned-contained,,CA:5955,,
litholomia-napaea,49.683,-125.3,BC,Strathcona,assigned-contained,,CA:5926,,
lithomoia-germana,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
mniotype-ducta,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
mniotype-ducta,49.683,-125.3,BC,Strathcona,assigned-contained,,CA:5926,,
parastichtis-suspecta,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
parastichtis-suspecta,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
parastichtis-suspecta,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
platypolia-anceps,56.124,-120.051,BC,Peace River,assigned-contained,,CA:5955,,
platypolia-anceps,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
platypolia-anceps,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
platypolia-anceps,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
platypolia-anceps,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
platypolia-anceps,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
platypolia-anceps,56.029,-121.916,BC,Peace River,assigned-contained,,CA:5955,,
platypolia-contadina,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
platypolia-mactata,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
platypolia-mactata,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
platypolia-mactata,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
platypolia-mactata,56.029,-121.916,BC,Peace River,assigned-contained,,CA:5955,,
platypolia-mactata,49.683,-125.317,BC,Strathcona,assigned-contained,,CA:5926,,
sunira-verberata,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
ufeus-satyricus,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
ufeus-satyricus,56.029,-121.916,BC,Peace River,assigned-contained,,CA:5955,,
ufeus-satyricus,56.029,-121.916,BC,Peace River,assigned-contained,,CA:5955,,
ufeus-satyricus,56.029,-121.916,BC,Peace River,assigned-contained,,CA:5955,,
ufeus-satyricus,56.029,-121.916,BC,Peace River,assigned-contained,,CA:5955,,
xanthia-tatago,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
xanthia-tatago,56.029,-121.916,BC,Peace River,assigned-contained,,CA:5955,,
xylena-cineritia,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
xylena-curvimacula,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
xylena-curvimacula,56.029,-121.916,BC,Peace River,assigned-contained,,CA:5955,,
zotheca-tranquilla,49.683,-125.3,BC,Strathcona,assigned-contained,,CA:5926,,
litholomia-napaea,58.583,-133.816,BC,Stikine,unassigned,,,,
mniotype-ducta,58.583,-133.816,BC,Stikine,unassigned,,,,
agrotis-venerabilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-venerabilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-herilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-herilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-herilis,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
peridroma-saucia,54.517,-128.6,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
actebia-fennica,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
peridroma-saucia,49.15,-125.9,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.706,
amphipyra-tragopoginis,54.715,-127.127,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
anaplectoides-prasina,54.715,-127.127,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
brachylomia-populi,54.715,-127.127,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
eurois-astricta,54.715,-127.127,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
eurois-occulta,54.715,-127.127,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
ipimorpha-pleonectusa,54.715,-127.127,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
litholomia-napaea,54.715,-127.127,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
mniotype-ducta,54.715,-127.127,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
platypolia-anceps,54.715,-127.127,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
sunira-verberata,54.715,-127.127,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
ufeus-satyricus,54.715,-127.127,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
xylotype-arcadia,54.715,-127.127,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
xylena-cineritia,54.715,-127.127,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
agrotis-vancouverensis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-vancouverensis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-vancouverensis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-vancouverensis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-vancouverensis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-vancouverensis,49.683,-125.3,BC,Strathcona,assigned-contained,,CA:5926,,
feltia-herilis,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
feltia-herilis,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
feltia-herilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-herilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-herilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-herilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-herilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-herilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-herilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-herilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-herilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-herilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-herilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-herilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-herilis,49.683,-125.3,BC,Strathcona,assigned-contained,,CA:5926,,
agrotis-vetusta,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-vetusta,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-vetusta,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-vetusta,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-vetusta,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-obliqua,49.649,-125.223,BC,,assigned-contained,,CA:5926,,
agrotis-ruta,58.65,-124.633,BC,Northern Rockies,assigned-contained,,CA:5959,,
agrotis-ipsilon,49.15,-125.9,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.706,
agrotis-venerabilis,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-venerabilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-venerabilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-venerabilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-venerabilis,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-ipsilon,53.25,-132.02,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.303,
agrotis-ipsilon,49.683,-125.3,BC,Strathcona,assigned-contained,,CA:5926,,
agrotis-vancouverensis,49.15,-125.9,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.706,
agrotis-vancouverensis,49.15,-125.9,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.706,
agrotis-vancouverensis,49.15,-125.9,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.706,
agrotis-vancouverensis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-vancouverensis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-vancouverensis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-vancouverensis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-vancouverensis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-vancouverensis,49.683,-125.3,BC,Strathcona,assigned-contained,,CA:5926,,
agrotis-obliqua,49.649,-125.223,BC,,assigned-contained,,CA:5926,,
agrotis-ipsilon,49.15,-125.9,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.706,
agrotis-ipsilon,53.25,-132.02,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.303,
agrotis-ipsilon,49.683,-125.3,BC,Strathcona,assigned-contained,,CA:5926,,
eilema-bicolor,59.517,-123.1,BC,Northern Rockies,assigned-contained,,CA:5959,,
eilema-bicolor,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
eilema-bicolor,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
cisseps-fulvicollis,50.318,-127.183,BC,Mount Waddington,assigned-contained,,CA:5943,,
acronicta-lupini,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
actebia-balanitis,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
agrotis-obliqua,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
agrotis-vancouverensis,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
anarta-farnhami,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
anarta-nigrolunata,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
anarta-oregonica,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
apamea-longula,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
apamea-occidens,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
apamea-scoparia,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
apamea-sora,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
autographa-sansoni,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
clostera-multnoma,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
cucullia-strigata,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
diarsia-rosaria,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
diarsia-rubifera,55.017,-128.333,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
drasteria-hudsonica,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
drasteria-petricola,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
eurois-nigra,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
eutricopis-nexilis,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
euxoa-aberrans,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
euxoa-adumbrata,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
euxoa-auripennis,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
